source,target,relationship_type,method,confidence,evidence
17/VBHN-BTC,128/2021/NĐ-CP,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung bởi: Nghị định số 128/2021/NĐ-CP ngày 30 tháng 12 năm 2021 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
17/VBHN-BTC,156/2020/NĐ-CP,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung bởi: Nghị định số 128/2021/NĐ-CP ngày 30 tháng 12 năm 2021 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
17/VBHN-BTC,128/2021/NĐ-CP,THAM_CHIEU,rule,1.0,"Nghị định số 128/2021/NĐ-CP ngày 30 tháng 12 năm 2021 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứn"
17/VBHN-BTC,306/2025/NĐ-CP,THAM_CHIEU,rule,1.0,"Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán, có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2022. Nghị định số 306/2025/NĐ-CP ngày 25 th"
17/VBHN-BTC,158/2020/NĐ-CP,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều theo Nghị định số 128/2021/NĐ-CP ngày 30 tháng 12 năm 2021 của Chính phủ) và Nghị định số 158/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ về chứng khoán phái sinh và thị trường chứng khoán phái sinh, có hiệu lực th"
17/VBHN-BTC,158/2020/NĐ-CP,THAM_CHIEU,rule,1.0,"Nghị định số 128/2021/NĐ-CP ngày 30 tháng 12 năm 2021 của Chính phủ) và Nghị định số 158/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ về chứng khoán phái sinh và thị trường chứng khoán phái sinh, có hiệu lực thi hành kể từ ngày 09 tháng 01 năm"
17/VBHN-BTC,155/2020/NĐ-CP,THAM_CHIEU,rule,1.0,Nghị định số 155/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định chi tiết thi hành một số điều của Luật Chứng khoán. 2. Phạt tiền từ 50.000.000 đồng đến 70.000.000 đồng đối với công ty đại chúng không thực hiện thông báo tỷ lệ sở hữu nước
17/VBHN-BTC,108/2013/NĐ-CP,THAM_CHIEU,rule,1.0,"Nghị định số 108/2013/NĐ-CP ngày 23 tháng 9 năm 2013 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán và Nghị định số 145/2016/NĐ-CP ngày 01 tháng 11 năm 2016 của Chính phủ sửa đổi, bổ sung một số"
17/VBHN-BTC,145/2016/NĐ-CP,THAM_CHIEU,rule,1.0,"Nghị định số 108/2013/NĐ-CP ngày 23 tháng 9 năm 2013 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán và Nghị định số 145/2016/NĐ-CP ngày 01 tháng 11 năm 2016 của Chính phủ sửa đổi, bổ sung một số"
17/VBHN-BTC,108/2013/NĐ-CP,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của Nghị định số 108/2013/NĐ-CP ngày 23 tháng 9 năm 2013 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán hết hiệu lực kể từ ngày Nghị định này có hiệu lực thi hành. Đ"
202/2012/TT-BTC,67/2011/QH12,THAM_CHIEU,rule,1.0,Căn cứ Luật Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP
202/2012/TT-BTC,17/2012/NĐ-CP,THAM_CHIEU,rule,1.0,Căn cứ Luật Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP
202/2012/TT-BTC,13/3/2012,THAM_CHIEU,rule,1.0,Căn cứ Luật Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP
202/2012/TT-BTC,118/2008/NĐ-CP,THAM_CHIEU,rule,1.0,Căn cứ Luật Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP
202/2012/TT-BTC,27/11/2008,THAM_CHIEU,rule,1.0,"Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP ngày 27/11/2008 của Chính phủ Quy định chức năng, nhiệm vụ, quyền hạn và"
202/2012/TT-BTC,64/2004/TT-BTC,THAM_CHIEU,rule,1.0,Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán độc lập hết hiệu lực kể từ ngày Thông tư này có hiệu lực thi hành. Điều 18. Tổ chức thực hiện Vụ trưởng
202/2012/TT-BTC,29/6/2004,THAM_CHIEU,rule,1.0,Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán độc lập hết hiệu lực kể từ ngày Thông tư này có hiệu lực thi hành. Điều 18. Tổ chức thực hiện Vụ trưởng
202/2012/TT-BTC,105/2004/NĐ-CP,THAM_CHIEU,rule,1.0,Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán độc lập hết hiệu lực kể từ ngày Thông tư này có hiệu lực thi hành. Điều 18. Tổ chức thực hiện Vụ trưởng
202/2012/TT-BTC,30/3/2004,THAM_CHIEU,rule,1.0,Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán độc lập hết hiệu lực kể từ ngày Thông tư này có hiệu lực thi hành. Điều 18. Tổ chức thực hiện Vụ trưởng
57/2024/TT-NHNN,102/2022/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu"
57/2024/TT-NHNN,162/2024/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định"
44/2011/TT-NHNN,46/2010/QH12,THAM_CHIEU,rule,1.0,"Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ,"
44/2011/TT-NHNN,47/2010/QH12,THAM_CHIEU,rule,1.0,"Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ,"
44/2011/TT-NHNN,96/2008/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ,"
44/2011/TT-NHNN,26/8/2008,THAM_CHIEU,rule,1.0,"Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ,"
66/2020/TT-BTC,88/2015/QH,THAM_CHIEU,rule,1.0,Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng
66/2020/TT-BTC,05/2019/NĐ-CP,THAM_CHIEU,rule,1.0,Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng
66/2020/TT-BTC,87/2017/NĐ-CP,THAM_CHIEU,rule,1.0,Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng
29/2024/TT-NHNN,102/2022/NĐ-CP,THAM_CHIEU,rule,1.0,Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Luật Hợp tác xã ngày 17 tháng 6 năm 2023; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ
29/2024/TT-NHNN,06/2007/TT-NHNN,THAM_CHIEU,rule,1.0,"Thông tư số 06/2007/TT-NHNN ngày 06 tháng 11 năm 2007 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ c"
29/2024/TT-NHNN,08/2005/TT-NHNN,THAM_CHIEU,rule,1.0,"Thông tư số 06/2007/TT-NHNN ngày 06 tháng 11 năm 2007 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ c"
29/2024/TT-NHNN,48/2001/NĐ-CP,THAM_CHIEU,rule,1.0,"Thông tư số 06/2007/TT-NHNN ngày 06 tháng 11 năm 2007 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ c"
29/2024/TT-NHNN,13/8/2001,THAM_CHIEU,rule,1.0,"Thông tư số 06/2007/TT-NHNN ngày 06 tháng 11 năm 2007 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ c"
29/2024/TT-NHNN,08/2005/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP ngày 26 tháng"
29/2024/TT-NHNN,48/2001/NĐ-CP,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP ngày 26 tháng"
29/2024/TT-NHNN,13/8/2001,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP ngày 26 tháng"
29/2024/TT-NHNN,69/2005/NĐ-CP,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP ngày 26 tháng"
29/2024/TT-NHNN,69/2005/NĐ-CP,THAM_CHIEU,rule,1.0,Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP ngày 26 tháng 5 năm 2005 của Ch
29/2024/TT-NHNN,04/2015/TT-NHNN,THAM_CHIEU,rule,1.0,"bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN"
29/2024/TT-NHNN,31/03/2015,THAM_CHIEU,rule,1.0,"bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN"
29/2024/TT-NHNN,06/2017/TT-NHNN,THAM_CHIEU,rule,1.0,"bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN"
29/2024/TT-NHNN,05/7/2017,THAM_CHIEU,rule,1.0,"bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN"
29/2024/TT-NHNN,03/2014/TT-NHNN,THAM_CHIEU,rule,1.0,"bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN"
29/2024/TT-NHNN,23/01/2014,THAM_CHIEU,rule,1.0,"Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông t"
29/2024/TT-NHNN,03/2014/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nư"
29/2024/TT-NHNN,23/01/2014,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nư"
29/2024/TT-NHNN,04/2015/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nư"
29/2024/TT-NHNN,31/03/2015,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nư"
29/2024/TT-NHNN,21/2019/TT-NHNN,THAM_CHIEU,rule,1.0,"Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; c) Điều 2, khoản 1 Điều 6 Thông tư 21/2019/TT-NHNN ngày 14/11/2019 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các T"
29/2024/TT-NHNN,14/11/2019,THAM_CHIEU,rule,1.0,"Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; c) Điều 2, khoản 1 Điều 6 Thông tư 21/2019/TT-NHNN ngày 14/11/2019 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các T"
29/2024/TT-NHNN,01/2023/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; d) Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ su"
29/2024/TT-NHNN,01/3/2023,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; d) Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ su"
29/2024/TT-NHNN,01/2023/TT-NHNN,THAM_CHIEU,rule,1.0,"Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số"
29/2024/TT-NHNN,01/3/2023,THAM_CHIEU,rule,1.0,"Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số"
29/2024/TT-NHNN,31/3/2015,THAM_CHIEU,rule,1.0,"Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số"
29/2024/TT-NHNN,31/3/2015,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi,"
29/2024/TT-NHNN,24/2023/TT-,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi,"
29/2024/TT-NHNN,29/12/2023,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi,"
29/2024/TT-NHNN,24/2023/TT-,THAM_CHIEU,rule,1.0,"Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông"
29/2024/TT-NHNN,29/12/2023,THAM_CHIEU,rule,1.0,"Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông"
08/2021/TT-BTC,88/2015/QH13,THAM_CHIEU,rule,1.0,"Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nh"
08/2021/TT-BTC,05/2019/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nh"
08/2021/TT-BTC,87/2017/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nh"
08/2021/TT-BTC,8/2021/TT-BTC,THAM_CHIEU,rule,1.0,"Thông tư số 8/2021/TT-BTC ngày 25 tháng 01 năm 2021 của Bộ trưởng Bộ Tài chính) Giới thiệu chuẩn mực Kiểm toán nội bộ được thực hiện ở những đơn vị có mục đích, quy mô, mức độ phức tạp và cơ cấu khác nhau và do nhân sự ở trong và ngoài đơn vị thực hi"
22/2023/TT-NHNN,41/2016/TT-NHNN,SUA_DOI_BO_SUNG,rule,1.0,"Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày"
22/2023/TT-NHNN,41/2016/TT-NHNN,THAM_CHIEU,rule,1.0,"Thông tư số 41/2016/TT-NHNN ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật"
22/2023/TT-NHNN,102/2022/NĐ-,THAM_CHIEU,rule,1.0,"Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng ngày 16 tháng 6 năm 2010 và Luật sửa đổi, bổ sung một số điều của Luật Các tổ chức tín dụng ngày 20 tháng 11 năm 2017; Căn cứ Nghị định số 102/2022/NĐ-"
22/2023/TT-NHNN,102/2022/NĐ-CP,THAM_CHIEU,rule,1.0,"Căn cứ Luật Các tổ chức tín dụng ngày 16 tháng 6 năm 2010 và Luật sửa đổi, bổ sung một số điều của Luật Các tổ chức tín dụng ngày 20 tháng 11 năm 2017; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhi"
22/2023/TT-NHNN,102/2022/NĐ-CP,SUA_DOI_BO_SUNG,rule,1.0,"sửa đổi, bổ sung một số điều của Luật Các tổ chức tín dụng ngày 20 tháng 11 năm 2017; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam"
